"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"2:58:24.0366232","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:24.0366385","wmiprvse.exe","9452","RegQueryKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:24.0366547","wmiprvse.exe","9452","RegOpenKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Set Value"
"2:58:24.0366724","wmiprvse.exe","9452","RegDeleteValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571030236829","SUCCESS",""
"2:58:24.0369407","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:24.0369557","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:24.0387658","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:24.0388154","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:24.0388368","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:24.0388674","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:24.0388869","wmiprvse.exe","9452","RegQueryKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:24.0389079","wmiprvse.exe","9452","RegOpenKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Set Value"
"2:58:24.0389299","wmiprvse.exe","9452","RegDeleteValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571030343811","SUCCESS",""
"2:58:24.0391947","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:24.0392153","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:24.5692329","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:24.5692790","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:24.5692983","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:24.5693223","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:24.5693410","wmiprvse.exe","9452","RegQueryKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:24.5693564","wmiprvse.exe","9452","RegOpenKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Set Value"
"2:58:24.5693752","wmiprvse.exe","9452","RegDeleteValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571038233283","SUCCESS",""
"2:58:24.5696281","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:24.5696788","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:24.5887736","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:24.5887981","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:24.5888109","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:24.5888431","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:24.5888705","wmiprvse.exe","9452","RegQueryKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:24.5888875","wmiprvse.exe","9452","RegOpenKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Set Value"
"2:58:24.5889120","wmiprvse.exe","9452","RegDeleteValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571038437284","SUCCESS",""
"2:58:24.5891433","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:24.5891550","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:24.9583128","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:24.9583419","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:24.9583623","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read/Write, Delete"
"2:58:24.9583872","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:24.9584050","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:24.9584162","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibInterval_ms","SUCCESS","Type: REG_DWORD, Length: 4, Data: 100"
"2:58:24.9584252","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsToCleanupTraces","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:24.9584348","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsTrackingOperationOnly","NAME NOT FOUND","Length: 16"
"2:58:24.9584470","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers","SUCCESS",""
"2:58:24.9584648","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:24.9584779","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:24.9584929","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:24.9585082","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:24.9585303","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571049638645","NAME NOT FOUND","Length: 12"
"2:58:24.9585711","wmiprvse.exe","9452","RegSetValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571049638645","SUCCESS","Type: REG_SZ, Length: 78, Data: CreateInstanceEnumAsync: Win32_Process"
"2:58:24.9588538","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:25.0396719","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:25.0397192","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:25.0397390","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read/Write, Delete"
"2:58:25.0397670","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:25.0397849","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:25.0398026","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibInterval_ms","SUCCESS","Type: REG_DWORD, Length: 4, Data: 100"
"2:58:25.0398165","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsToCleanupTraces","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:25.0398295","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsTrackingOperationOnly","NAME NOT FOUND","Length: 16"
"2:58:25.0398452","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers","SUCCESS",""
"2:58:25.0398650","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:25.0398811","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:25.0399090","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:25.0399309","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:25.0399463","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571050459466","NAME NOT FOUND","Length: 12"
"2:58:25.0399693","wmiprvse.exe","9452","RegSetValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571050459466","SUCCESS","Type: REG_SZ, Length: 78, Data: CreateInstanceEnumAsync: Win32_Process"
"2:58:25.0402749","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:25.0495881","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:25.0496252","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:25.0496423","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read/Write, Delete"
"2:58:25.0496635","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:25.0496781","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:25.0496930","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibInterval_ms","SUCCESS","Type: REG_DWORD, Length: 4, Data: 100"
"2:58:25.0497046","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsToCleanupTraces","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:25.0497168","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsTrackingOperationOnly","NAME NOT FOUND","Length: 16"
"2:58:25.0497319","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers","SUCCESS",""
"2:58:25.0497472","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:25.0497612","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:25.0497731","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:25.0497890","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:25.0498003","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571050551081","NAME NOT FOUND","Length: 12"
"2:58:25.0498216","wmiprvse.exe","9452","RegSetValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571050551081","SUCCESS","Type: REG_SZ, Length: 78, Data: CreateInstanceEnumAsync: Win32_Process"
"2:58:25.0501006","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:25.5958115","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:25.5958292","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:25.5958408","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read/Write, Delete"
"2:58:25.5958566","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:25.5958691","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:25.5958985","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibInterval_ms","SUCCESS","Type: REG_DWORD, Length: 4, Data: 100"
"2:58:25.5959100","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsToCleanupTraces","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:25.5959201","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsTrackingOperationOnly","NAME NOT FOUND","Length: 16"
"2:58:25.5959334","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers","SUCCESS",""
"2:58:25.5959468","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:25.5959597","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:25.5959701","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:25.5959935","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:25.5960084","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571056013465","NAME NOT FOUND","Length: 12"
"2:58:25.5960278","wmiprvse.exe","9452","RegSetValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571056013465","SUCCESS","Type: REG_SZ, Length: 78, Data: CreateInstanceEnumAsync: Win32_Process"
"2:58:25.5963065","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:25.8636802","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:25.8637783","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:25.8638574","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:25.8639280","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:25.8640031","wmiprvse.exe","9452","RegQueryKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:25.8640703","wmiprvse.exe","9452","RegOpenKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Set Value"
"2:58:25.8641678","wmiprvse.exe","9452","RegDeleteValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571049638645","SUCCESS",""
"2:58:25.8644593","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:25.8645494","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
